Date,Location,Attendees,Event (legacy; see tags),Tags,Curated,Source,Total Articles
2017-04-22,"Newark, DE",700,Other (March for Science),Other; For science; March for Science,Yes,http://www.newarkpostonline.com/news/article_17f5e417-c45d-5913-8762-59fb68884453.html,1
2017-04-22,"New Braunfels, TX",,Other (March for Science),Other; For science; March for Science,Yes,http://herald-zeitung.com/news/article_e1d765f2-27d3-11e7-8785-6b4972466fd0.html,1
2017-04-22,"Jackson, WY",100,Other (March for Science),Other; For science; March for Science,Yes,http://www.jhnewsandguide.com/valley/columnists/science-march-shows-emotion-leads-charge/article_fc6c586e-fa36-5506-9f8d-ecbc9e66e7a5.html,1
2017-04-22,"Lake Havasu City, AZ",,Other (March for Science),Other; For science; March for Science,Yes,https://kdminer.com/news/2017/may/08/dems-loving-science/,1
2017-04-22,"Ocean County, NJ",70,Other (Pet Store),Other; For animal welfare; Against business,No,http://newjersey.news12.com/news/activists-protest-brick-township-pet-store-1.13508415,1
2017-04-22,"Goodsprings, NV",,Other (Judicial Reprimand),Judicial; Against firing/reassignment,No,https://www.reviewjournal.com/crime/courts/supporters-hold-rally-for-suspended-goodsprings-judge/,1
2017-04-22,"York, SC",100,Other (Confederate Symbol),Civil Rights; For Confederate symbol,No,http://www.heraldonline.com/news/local/article146242199.html,1
2017-04-22,"Lincoln, NE",,Other (Prisons),Civil Rights; For criminal justice reform; Prisons,Yes,http://journalstar.com/news/local/911/former-inmates-protest-conditions-in-nebraska-correctional-facilities/article_cea830b8-0ba7-541b-99dd-bec058336196.html,1
2017-04-22,"Lincoln, NE",,Other (March for Science),Other; For science; March for Science,Yes,http://journalstar.com/news/state-and-regional/nebraska/it-s-odd-to-march-for-science-says-unl-scientist/article_aababd39-623e-5808-aba0-f43b0535d7e1.html,1
2017-04-23,"Bethel, CT",100,Civil Rights (Pride),Civil Rights; Pro-LGBTQ; Pride,Yes,http://www.greenwichtime.com/local/article/Hundreds-march-in-Bethel-s-first-LGBTQ-pride-11093175.php,2
2017-04-23,"Waynesville, NC",300,Healthcare,Healthcare; For Affordable Care Act,Yes,http://wlos.com/news/local/waynesville-protesters-rally-in-support-of-obamacare,1
2017-04-23,"Austin, TX",,Immigration,Immigration; For sanctuary city/state,Yes,http://kxan.com/2017/04/25/texas-democrats-on-hunger-strike-to-protest-sanctuary-cities-bill/,1
2017-04-23,"Louisville, KY",100,Other (March for Science),Other; For science; March for Science,Yes,http://www.courier-journal.com/story/tech/science/environment/2017/04/23/peoples-climate-march-wraps-up-earth-day-weekend/100659978/,1
2017-04-23,"Santa Cruz, CA",50,Other (Housing),Other; Against development; Housing,No,http://www.santacruzsentinel.com/government-and-politics/20170423/ocean-street-extension-residents-rally-against-santa-cruz-housing-project,1
2017-04-23,"Philadelphia, PA",22,Other (Marijuana),Other; For marijuana,No,http://www.phillyvoice.com/marijuana-advocates-plan-protest-outside-philly-police-headquarters-after-bust/,1
2017-04-23,"New Brunswick, NJ",100,Other (Worker's Memorial Day),Collective Bargaining; For worker rights,No,http://www.mycentraljersey.com/story/news/local/outreach/2017/04/24/hundreds-honor-workers-memorial-day-new-brunswick/100840832/,1
2017-04-23,"Hudson Falls, NY",20,Other (Child Abuse),Other; Against child abuse,No,http://poststar.com/news/local/injured-girl-leads-anti-child-abuse-march/article_e774a4f3-f6a9-5f0c-8f17-1f55e028e67a.html,1
2017-04-23,"Concord, NH",350,Other (Transmission Line),Other; Against development; Utility,No,http://www.berlindailysun.com/newsx/local-news/61414-northern-pass-protest-at-state-house-attracts-350,1
2017-04-24,"Bloomsburg, PA",,Civil Rights (Anti-Transgender Rights),Civil Rights; Against transgender rights,No,http://www.pressenterpriseonline.com/daily/042517/page/1/story/anti-trans-protesters-fly-banner-on-campus,1
2017-04-24,"Eugene, OR",,Civil Rights,Civil Rights; For white supremacy,No,http://registerguard.com/rg/news/local/35517272-75/neo-nazis-antifa-protesters-exchange-shouts-in-springfield.html.csp,1
2017-04-24,"Cambridge, MA",,Environment,Environment; For renewable energy,Yes,http://www.cambridgeday.com/2017/04/25/climate-rally-calls-for-all-renewable-energy-steps-against-anti-science-of-white-house/,1
2017-04-24,"Honolulu, HI",,Executive,Executive; Against 45th president,Yes,http://www.kitv.com/story/35233651/groups-protested-in-front-of-federal-building-during-vps-visit,1
2017-04-24,"Ann Arbor, MI",25,Immigration,Immigration; For compassionate immigration,Yes,http://www.mlive.com/news/ann-arbor/index.ssf/2017/04/detroit_rally_for_ann_arbor_ma.html,1
2017-04-24,"Omaha, NE",100,Other (Invited Speaker),Collective Bargaining; Against invited speaker; For unionization,Yes,http://www.omaha.com/news/politics/city-election/as-union-members-criticize-jean-stothert-s-similarities-to-scott/article_870a2890-2908-11e7-982b-e7c93bfe1632.html,1
2017-04-24,"Los Angeles, CA",1000,Other (Armenian Genocide),International; For greater awareness; Armenian Genocide,No,http://mobile.reuters.com/video/2017/04/24/armenians-march-in-la-to-commemorate?videoId=371546275&videoChannel=1,1
2017-04-24,"Edison, NJ",,Other (Contract Negotiation),Collective Bargaining; For better compensation,No,http://www.mycentraljersey.com/picture-gallery/news/education/college/2017/04/24/mcc-faculty-staff-rally-for-fair-contract/100859048/,1
2017-04-24,"Memphis, TN",,Other (Heroin),Healthcare; Against opioid epidemic,No,http://www.localmemphis.com/news/local-news/local-marchers-raise-awareness-of-heroin-addiction/698329758,1
2017-04-24,"Knoxville, TN",,Other (Outsourcing),Other; Against outsourcing,No,http://www.knoxnews.com/videos/news/local/2017/04/24/outsourcing-protesters-'standing-up-all-state-workers'/100854686/,1
2017-04-24,"Los Angeles, CA",10000,Other (Armenian Genocide),International; For greater awareness; Armenian Genocide,No,http://abc7.com/news/thousands-march-to-commemorate-anniversary-of-armenian-genocide/1910806/,2
2017-04-24,"Swarthmore, PA",40,Other (Divest),Environment; Against fossil fuels,Yes,http://www.philly.com/philly/blogs/real-time/Swarthmore-students-protest.html,1
2017-04-24,"Knoxville, TN",100,Other (Outsourcing),Other; Against outsourcing,No,http://www.knoxnews.com/story/news/education/2017/04/24/university-tennessee-workers-students-protest-outsourcing/100750352/,1
2017-04-24,"New City, NY",100,Other (Land Development),Other; Against development,No,http://westchester.news12.com/news/dozens-protest-syrian-orthodox-church-in-new-city-1.13518348,1
2017-04-24,"Springfield, OR",30,Other (Anti-Fascist),Civil Rights; For racial justice; Against white supremacy; Counter protest; Antifa,Yes,http://registerguard.com/rg/news/local/35517272-75/neo-nazis-antifa-protesters-exchange-shouts-in-springfield.html.csp,1
2017-04-24,"Martha's Vineyard, MA",50,Other (Utility rates),Other; Against increased prices; Utility,No,http://www.mvtimes.com/2017/04/26/islanders-rally-eversource-proposed-rate-hikes-herbicide-use/,1
2017-04-24,"Alma, MI",4,Other (Police Layoffs),Other; Against layoffs; Police,No,http://www.themorningsun.com/general-news/20170427/alma-residents-protest-recent-police-layoffs-wednesday,1
2017-04-25,"Springfield, IL",1500,Civil Rights (Women's Rights),Civil Rights; For women's rights,Yes,http://www.sj-r.com/news/20170425/women-march-outside-as-abortion-bill-debated-inside,1
2017-04-25,"Austin, TX",,Civil Rights (Transgender Rights),Civil Rights; Pro-LGBTQ; For transgender rights,Yes,http://www.kvue.com/news/politics/students-hold-students-against-hate-rallies-at-texas-capitol/434114351,1
2017-04-25,"Houston, TX",,Civil Rights (Transgender Rights),Civil Rights; Pro-LGBTQ; For transgender rights,Yes,http://www.kvue.com/news/politics/students-hold-students-against-hate-rallies-at-texas-capitol/434114351,1
2017-04-25,"San Antonio, TX",,Civil Rights (Transgender Rights),Civil Rights; Pro-LGBTQ; For transgender rights,Yes,http://www.kvue.com/news/politics/students-hold-students-against-hate-rallies-at-texas-capitol/434114351,1
2017-04-25,"Rio Grande Valley, TX",,Civil Rights (Transgender Rights),Civil Rights; Pro-LGBTQ; For transgender rights,Yes,http://www.kvue.com/news/politics/students-hold-students-against-hate-rallies-at-texas-capitol/434114351,1
2017-04-25,"San Marcos, TX",,Civil Rights (Transgender Rights),Civil Rights; Pro-LGBTQ; For transgender rights,Yes,http://www.kvue.com/news/politics/students-hold-students-against-hate-rallies-at-texas-capitol/434114351,1
2017-04-25,"New Haven, CT",,Collective Bargaining,Collective Bargaining; For unionization,No,http://yaledailynews.com/blog/2017/04/26/local-33-members-begin-hunger-strike/,1
2017-04-25,"Washington, DC",200,Executive,Executive; Against 45th president,Yes,https://thinkprogress.org/protests-at-white-house-heritage-foundation-call-for-budget-for-the-people-9bd41cda761c,1
2017-04-25,"Springfield, IL",100,Legislative,Legislative; For progressive agenda,Yes,http://www.pjstar.com/news/20170425/hundreds-of-illinois-women-rally-at-state-capitol,1
2017-04-25,"Manhattan, KS",50,"Other (Take Back the Night, Xenophobia, Racism, Sexism, Homophobia)",Other; For greater inclusion; Take Back the Night,Yes,http://themercury.com/articles/feminists-others-march-to-fight-prejudice,1
2017-04-25,"New Britain, CT",,Other (Education Budget),Education; Against budget,No,http://wtnh.com/2017/04/25/protest-rally-held-against-state-college-cuts-at-ccsu/,1
2017-04-25,"Tallahassee, FL",100,Other (Chain Stores),Other; Against business,No,http://www.nbc-2.com/story/35245372/liquor-store-owners-rally-against-chain-stores-bill,1
2017-04-25,"Flint, MI",100,Other (Flint Water Crisis),Environment; Against hazardous conditions; Water,Yes,http://www.mlive.com/news/flint/index.ssf/2017/04/protestors_march_to_flint_city.html,1
2017-04-25,"Tallahassee, FL",100,Other (Liquor Licenses),Other; Against sales; Drugs/Alcohol,No,http://www.wctv.tv/content/news/Liquor--420417843.html,1
2017-04-25,"Stamford, CT",300,Other (Union Benefits),Collective Bargaining; For better compensation,No,http://www.stamfordadvocate.com/local/article/Cable-technicians-stage-noisy-protest-of-Charter-11097411.php,1
2017-04-25,"Biloxi, MS",20,Other (Confederate Symbol),Civil Rights; For Confederate symbol,No,http://www.sunherald.com/news/local/counties/harrison-county/article146614769.html,1
2017-04-25,"Tulsa, OK",40,Other (Land Development),Other; Against development,No,http://www.tulsaworld.com/homepagelatest/illegal-dumb-signs-limiting-activities-for-part-of-helmerich-park/article_3d558b65-8b47-5181-9881-be49a763536f.html,1
2017-04-25,"Ponte Vedra Beach, FL",,Other (Wells Fargo),Other; Against business,No,http://komonews.com/news/business/wells-fargo-faces-shareholders-protesters-at-annual-meeting,1
2017-04-25,"Crosby, MN",10,Other (Mayor),Other; For firing/reassignment; Counter protest; Local governance,No,http://www.brainerddispatch.com/news/4256249-protesters-and-counter-protesters-face-over-crosby-mayor,1
2017-04-25,"Ludington, MI",,"Other (Communities Overcoming Violent Encounters’ Stand Up, Don’t Walk By)",Other; Against sexual/domestic violence; Against child abuse,Yes,http://www.shorelinemedia.net/ludington_daily_news/communities-overcoming-violent-encounters-march-tuesday-for-sexual-assault-domestic/article_08a60158-2a94-11e7-b014-7f46db92d06d.html,1
2017-04-25,"Madison, WI",,Other (Capitalism),Civil Rights; For racial justice; Against invited speaker; Against white supremacy; For greater regulation,Yes,http://www.dailycardinal.com/article/2017/04/forbes-visit-attracts-progressive-protesters-sparks-debate-with-pro-capitalists,1
2017-04-25,"Crosby, MN",25,Other,Other; Against firing/reassignment; Local governance,No,http://www.brainerddispatch.com/news/4256249-protesters-and-counter-protesters-face-over-crosby-mayor,1
2017-04-26,"Washington, DC",,Collective Bargaining (Healthcare),Collective Bargaining; For better compensation,No,http://www.dominionpost.com/Miners-rally-for-benefits-breakt,1
2017-04-26,"Kerrville, TX",,Environment,Environment; Against climate change,Yes,http://dailytimes.com/news/local/article_77bd7410-2588-11e7-8a6d-2f824f7de48d.html,1
2017-04-26,"Pittsburgh, PA",20,Environment,Environment; Against hazardous conditions; Air,Yes,http://www.observer-reporter.com/20170426/protesters_descend_on_wolfx2019s_pittsburgh_office_to_clear_the_air_on_methane,1
2017-04-26,"Connellsville, PA",40,Executive (Budget),Executive; Against budget,Yes,http://www.heraldstandard.com/news/local_news/new-deal-democrats-of-fayette-hold-rally-against-amtrak-funding/article_3af6cb4a-b6fd-516e-8ce3-8dd71351b503.html,1
2017-04-26,"Washington, DC",,Guns,Guns; Against greater gun control,No,http://www.lansingstatejournal.com/videos/news/local/capitol/2017/04/26/video-second-ammendment-advocates-march/100949596/,1
2017-04-26,"Athens, GA",30,Guns,Guns; For greater gun control,Yes,http://www.redandblack.com/uganews/students-gather-at-the-arch-to-protest-campus-carry/article_b7a742fc-2ada-11e7-ac9b-9f5db717f332.html,1
2017-04-26,"Sacramento, CA",100,Healthcare,Healthcare; For single payer,Yes,http://gazette.com/the-latest-california-nurses-rally-for-health-care-for-all/article/feed/455972,1
2017-04-26,"Austin, TX",100,Immigration,Immigration; For sanctuary city/state,Yes,http://www.statesman.com/news/local/happening-now-crowd-gathers-texas-capitol-protest-sanctuary-cities-bill/mUBFreXJZxStBG9QLwZF3K/,2
2017-04-26,"Independence, MO",200,Racial Injustice,Civil Rights; For racial justice,Yes,http://www.kansascity.com/news/local/article146937394.html,2
2017-04-26,"South Burlington, VT",,Racial Injustice,Civil Rights; For racial justice,Yes,http://www.wcax.com/story/35258683/dueling-rallies-aim-to-promote-healing-in-south-burlington,1
2017-04-26,"Dover, DE",,Other (Religious Tolerance),Civil Rights; For religious tolerance,Yes,http://www.delawareonline.com/picture-gallery/news/local/2017/04/26/interfaith-rally-to-support-muslims/100952892/,2
2017-04-26,"Las Vegas, NV",25,Other (Drone Warfare),International; Against drones,No,https://lasvegassun.com/news/2017/apr/26/7-arrested-in-protest-at-us-air-force-drone-base-i/,3
2017-04-26,"New Haven, CT",,Other (Collective Bargaining),Collective Bargaining; For unionization,No,http://wtnh.com/2017/04/26/demonstrators-gather-at-yale-protest-lack-of-union-contract-negotiations/,1
2017-04-26,"Trenton, NJ",20,Other (Community Disengagement),Education; For greater participation; For local services,No,http://www.trentonian.com/general-news/20170426/tcnj-students-hold-sit-in-to-protest-colleges-dissociation-from-trenton,1
2017-04-26,"Las Vegas, NV",60,Other (No More Shame Slut Walk),Other; Against sexual/domestic violence,Yes,https://www.reviewjournal.com/news/education/unlv-students-protest-rape-culture-in-no-more-shame-slut-walk-video/,1
2017-04-26,"Schenectady, NY",20,Other (Collective Bargaining),Collective Bargaining; For pensions,No,https://dailygazette.com/article/2017/04/26/union-rallies-for-working-class-outside-schenectady-ge-plant,1
2017-04-26,"Livingston, CA",20,Other (Collective Bargaining),Collective Bargaining; For better compensation,No,http://www.modbee.com/news/article147270289.html,2
2017-04-26,"Winfield, KS",30,Other (Collective Bargaining),Collective Bargaining; For pensions,No,http://www.ctnewsonline.com/news/article_01be82e4-2ae3-11e7-b34f-33cea4829a55.html,1
2017-04-26,"New York, NY",300,Other (Education Funding),Education; Against layoffs,No,http://pix11.com/2017/04/27/high-school-students-take-to-the-streets-to-protest-nearly-300-school-jobs-that-will-be-cut-in-bayonne/,1
2017-04-26,"Dayton, OH",100,Other (Collective Bargaining),Collective Bargaining; For better compensation,No,http://www.mydaytondailynews.com/news/local/dayton-teachers-rally-outside-school-board-meeting-contract-negotiations-continue/7cKZ0FDgFktAjLXEEqSHTP/,1
2017-04-27,"New Haven, CT",,Collective Bargaining,Collective Bargaining; For unionization,No,http://fox61.com/2017/04/27/yale-grad-students-demonstrate-for-student-union-rights/,1
2017-04-27,"Palo Alto, CA",20,Immigration,Immigration; For sanctuary city/state,Yes,http://www.stanforddaily.com/2017/04/28/student-protest-onstage-at-admit-event-urging-undocumented-support/,1
2017-04-27,"Berkeley, CA",,Other (Invited Speaker),Other; Against invited speaker; For progressive agenda,Yes,http://www.dailycal.org/2017/04/27/demonstrators-gather-sproul-plaza-civic-center-park-ann-coulter-protest/,1
2017-04-27,"Las Vegas, NV",,Other (Drone Warfare),Executive; Against war; Against drones,Yes,https://lasvegassun.com/news/2017/apr/28/trumps-las-vegas-hotel-draws-attention-protesters/?utm_source=mostpopular&utm_medium=banner&utm_campaign=mostRead,1
2017-04-27,"Cañada College, San Mateo, CA",,Other (Invited Speaker),Civil Rights; For racial justice; Against invited speaker,Yes,http://www.smdailyjournal.com/articles/lnews/2017-05-02/college-protest-draws-free-speech-questions-speakers-interruption-at-canada-invites-calls-for-political-expression-policy-reform/1776425179642.html,1
2017-04-27,"Berkeley, CA",100,Other (Invited Speaker),Civil Rights; For white supremacy; For invited speaker,No,http://www.toledoblade.com/Nation/2017/04/27/Far-right-to-rally-in-Berkeley-after-Coulter-talk-canceled.html,2
2017-04-27,"Eugene, OR",300,Other (Sexual and Domestic Violence),Other; Against sexual/domestic violence,Yes,http://www.dailyemerald.com/2017/04/28/take-back-night-march-aims-raise-awareness-sexual-assault/,1
2017-04-27,"Bowling Green, OH",200,Other (Sexual and Domestic Violence),Other; Against sexual/domestic violence,Yes,http://www.toledoblade.com/local/2017/05/01/BGSU-to-create-sexual-assault-task-force.html,1
2017-04-28,"Central Islip, NY",,Immigration,Immigration; For greater immigration constraints; Counter protest,No,http://www.newsday.com/long-island/suffolk/about-100-protest-attorney-general-jeff-sessions-visit-1.13536549,1
2017-04-28,"Beinecke Plaza, New Haven, CT",,Collective Bargaining,Collective Bargaining; Against unionization,No,http://yaledailynews.com/blog/2017/04/30/yale-college-republicans-hold-bbq-near-local-33/,1
2017-04-28,"Virginia Beach, VA",,Environment (Offshore Drilling),Environment; Against fossil fuels,Yes,http://wavy.com/2017/04/28/protest-in-va-beach-over-trump-offshore-drilling-order/,1
2017-04-28,"Lower Spectacle Pond, Sandisfield, MA",75,Environment (Pipeline),Environment; Against fossil fuels,Yes,http://theberkshireedge.com/peaceful-protesters-rally-in-otis-state-forest-pipeline-protest/,1
2017-04-28,"Las Cruces, NM",100,Executive (National Monument),Environment; Executive; For wilderness preservation,Yes,http://www.lcsun-news.com/story/news/local/2017/04/28/hundreds-attend-rally-support-national-monument/101050112/,1
2017-04-28,"Valdosta, GA",35,Executive,Executive; Against 45th president,Yes,http://www.valdostadailytimes.com/news/local_news/tale-of-two-trumps-residents-rally-for-against-president-remain/article_b29d727b-7602-5861-8f52-b88da871856a.html,1
2017-04-28,"Valdosta, GA",35,Executive,Executive; For 45th president,No,http://www.valdostadailytimes.com/news/local_news/tale-of-two-trumps-residents-rally-for-against-president-remain/article_b29d727b-7602-5861-8f52-b88da871856a.html,1
2017-04-28,"Atlanta, GA",300,Guns,Guns; For greater gun control,Yes,http://www.timesfreepress.com/news/national/georgia/story/2017/apr/29/john-lewrallies-gun-control-advocates-nrconve/425522/,1
2017-04-28,"Jeffersonville, IN",20,Healthcare,Healthcare; For Affordable Care Act,Yes,http://www.tribstar.com/indiana/news/local-protesters-fear-an-obamacare-replacement/article_f678c2c2-8d2f-5c5f-95cb-945b83b8d4f1.html,2
2017-04-28,"Central Islip, NY",100,Immigration,Immigration; For compassionate immigration,Yes,http://www.newsday.com/long-island/suffolk/about-100-protest-attorney-general-jeff-sessions-visit-1.13536549,1
2017-04-28,"Raleigh, NC",,Racial Injustice,Civil Rights; For racial justice,Yes,http://wlos.com/news/local/naacp-alliance-of-baptists-team-up-for-raleigh-protest,1
2017-04-28,"Los Angeles, CA",100,Racial Injustice (LA Riots),Civil Rights; For racial justice,No,http://www.latimes.com/local/lanow/la-me-ln-riots-rally-marches-20170428-story.html,2
2017-04-28,"Amherst, MA",50,Other (Working Conditions),Other; For worker rights,No,http://dailycollegian.com/2017/04/28/geo-holds-rally-for-better-working-conditions/,1
2017-04-28,"Sacramento, CA",20,Other (Police Shooting),Civil Rights; For greater accountability; Police,Yes,http://www.sacbee.com/news/local/crime/article147561979.html,1
2017-04-28,"Cornelius, NC",,Other (Toll Road),Other; Against fees; Transportation,No,http://www.wcnc.com/news/politics/protesters-again-call-for-end-in-i-77-toll-project/435131387,1
2017-04-28,"Panama City, FL",,Other (Animal Welfare),Other; For animal welfare,No,http://www.wjhg.com/content/news/420796783.html,1
2017-04-29,"Sioux Falls, SD",40,Civil Rights (Transgender Rights),Civil Rights; Pro-LGBTQ; For transgender rights,Yes,http://www.argusleader.com/story/news/2017/04/29/dozens-gather-support-trans-woman-asked-leave-mission/101030126/,1
2017-04-29,"Spokane, WA",,Civil Rights (Pro-Planned Parenthood),Civil Rights; For Planned Parenthood; For abortion rights,Yes,http://www.kxly.com/news/local-news/several-rallies-marches-fill-spokane-1/470698395,1
2017-04-29,"San Diego, CA",50,Civil Rights (Anti Planned Parenthood),Civil Rights; Against abortion rights; Against Planned Parenthood,No,http://www.sandiegouniontribune.com/news/politics/sd-me-parenthood-protest-20170429-story.html,1
2017-04-29,"Washington, DC",150000,Environment (People's Climate March),Environment; Against climate change; People's Climate March,Yes,http://abcnews.go.com/International/peoples-climate-march-draws-massive-crowd-washington-dc/story?id=47103476,1
2017-04-29,"Austin, TX",3500,Environment (People's Climate March),Environment; Against climate change; People's Climate March,Yes,http://www.brownsvilleherald.com/news/texas/article_c9e5bc51-706a-5132-ad6f-e86509d8f571.html,2
2017-04-29,"Chicago, IL",2000,Environment (People's Climate March),Environment; Against climate change; People's Climate March,Yes,http://www.chicagotribune.com/news/local/breaking/ct-trump-climate-change-march-protest-chicago-20170429-story.html,1
2017-04-29,"Montpelier, VT",3000,Environment (People's Climate March),Environment; Against climate change; People's Climate March,Yes,http://www.kob.com/national/the-latest-rallies-focus-on-danger-posed-by-climate-change/4468197/?cat=642,2
2017-04-29,"Denver, CO",200,Environment (People's Climate March),Environment; Against climate change; People's Climate March,Yes,http://www.kob.com/national/the-latest-rallies-focus-on-danger-posed-by-climate-change/4468197/?cat=642,2
2017-04-29,"Augusta, ME",1100,Environment (People's Climate March),Environment; Against climate change; People's Climate March,Yes,http://www.pressherald.com/2017/04/29/maine-marchers-protest-trump-climate-policies/,1
2017-04-29,"Boston, MA",1000,Environment (People's Climate March),Environment; Against climate change; People's Climate March,Yes,https://www.bostonglobe.com/metro/2017/04/29/bay-state-activists-march-for-climate-change-action-nation-capital/bSZXaiEBAAoHbrthzSYhbJ/story.html,1
2017-04-29,"Tampa, FL",100,Environment (People's Climate March),Environment; Against climate change; People's Climate March,Yes,http://wfla.com/2017/04/29/hundreds-march-in-tampa-to-commit-to-clean-energy/,3
2017-04-29,"Seattle, WA",3500,Environment (People's Climate March),Environment; Against climate change; People's Climate March,Yes,http://komonews.com/news/local/thousands-protest-trumps-environmental-policies-in-downtown-seattle,2
2017-04-29,"White Plains, NY",100,Environment (People's Climate March),Environment; Against climate change; People's Climate March,Yes,http://www.lohud.com/story/news/local/westchester/white-plains/2017/04/29/trump-climate-white-plains/100973958/,1
2017-04-29,"Philadelphia, PA",2000,Environment (People's Climate March),Environment; Against climate change; People's Climate March,Yes,http://www.philly.com/philly/news/politics/presidential/Trump-climate-protests-Philadelphia-pipeline.html,1
2017-04-29,"Martha's Vineyard, MA",80,Environment (People's Climate March),Environment; Against climate change; People's Climate March,Yes,http://www.mvtimes.com/2017/04/29/islanders-rally-support-climate-change-awareness/,1
2017-04-29,"Buffalo, NY",300,Environment (People's Climate March),Environment; Against climate change; People's Climate March,Yes,http://buffalonews.com/2017/04/29/renowned-climate-change-scientist-joins-buffalo-rally/,1
2017-04-29,"West Chester, PA",200,Environment (People's Climate March),Environment; Against climate change; People's Climate March,Yes,http://www.dailylocal.com/general-news/20170429/hundreds-rally-in-west-chester-to-support-the-environment,2
2017-04-29,"Greenfield, MA",500,Environment (People's Climate March),Environment; Against climate change; People's Climate March,Yes,http://www.recorder.com/Hundreds-gather-for-People-s-Climate-Movement--sister-rally--9581364,2
2017-04-29,"Billings, MT",100,Environment (People's Climate March),Environment; Against climate change; People's Climate March,Yes,http://billingsgazette.com/news/local/climate-rally-draws-crowd-in-billings/article_0b9c5e2f-a808-5ca1-9cfb-0cb39fc603f4.html,1
2017-04-29,"Northeast Portland, OR",1000,Environment (People's Climate March),Environment; Against climate change; People's Climate March,Yes,http://komonews.com/news/local/thousands-protest-trumps-environmental-policies-in-downtown-seattle,1
2017-04-29,"Kalama, WA",100,Environment (People's Climate March),Environment; Against climate change; People's Climate March,Yes,http://tdn.com/news/local/local-groups-march-in-nationwide-day-of-protest/article_1024790f-53bc-528d-b586-5f8e6c00319d.html,1
2017-04-29,"Bozeman, MT",200,Environment (People's Climate March),Environment; Against climate change; People's Climate March,Yes,http://www.bozemandailychronicle.com/news/environment/we-ve-got-to-do-it-ourselves-hundreds-in-bozeman/article_31cbc8b6-a9a7-5209-9925-4693eefa706e.html,1
2017-04-29,"Oakland, CA",2500,Environment (People's Climate March),Environment; Against climate change; People's Climate March,Yes,http://www.sfchronicle.com/bayarea/article/People-gather-at-Lake-Merritt-for-anti-Trump-11109039.php,1
2017-04-29,"West Palm Beach, FL",500,Environment (People's Climate March),Environment; Against climate change; People's Climate March,Yes,http://www.palmbeachpost.com/news/local/climate-protesters-march-edge-donald-trump-mar-lago/upcgbiZ1Jj4yj1ZLoHaQtI/,3
2017-04-29,"Fort Lauderdale, FL",100,Environment (People's Climate March),Environment; Against climate change; People's Climate March,Yes,http://www.sun-sentinel.com/local/broward/fl-reg-climate-change-rally-20170429-story.html,2
2017-04-29,"Miami, FL",100,Environment (People's Climate March),Environment; Against climate change; People's Climate March,Yes,http://www.miamiherald.com/news/local/environment/article147618189.html,1
2017-04-29,"Minneapolis, MN",600,Environment (People's Climate March),Environment; Against climate change; People's Climate March,Yes,http://www.startribune.com/hundreds-turn-out-in-minneapolis-for-march-opposing-trump-administration-s-policies-on-climate/420824213/,1
2017-04-29,"Pittsburgh, PA",250,Environment (People's Climate March),Environment; Against climate change; People's Climate March,Yes,http://www.post-gazette.com/local/2017/04/29/Trump-opponents-Oakland-March-justice-climate/stories/201704290124,1
2017-04-29,"Erie, PA",100,Environment (People's Climate March),Environment; Against climate change; People's Climate March,Yes,http://www.yourerie.com/news/local-news/erie-climate-march-brings-in-several-hundred-protesters/701987257,1
2017-04-29,"Long Beach, NY",500,Environment (People's Climate March),Environment; Against climate change; People's Climate March,Yes,http://www.newsday.com/long-island/nassau/hundreds-join-people-s-climate-march-in-long-beach-1.13541972,1
2017-04-29,"Tillamook, OR",,Environment (People's Climate March),Environment; Against climate change; People's Climate March,Yes,http://www.tillamookheadlightherald.com/news/marching-to-march/video_201db95a-2d16-11e7-b36e-bf8802e1280a.html,1
2017-04-29,"Missoula, MT",100,Environment (People's Climate March),Environment; Against climate change; People's Climate March,Yes,http://www.missoulacurrent.com/general/2017/04/missoula-peoples-climate-march/,1
2017-04-29,"Potsdam, NY",385,Environment (People's Climate March),Environment; Against climate change; People's Climate March,Yes,http://www.watertowndailytimes.com/news05/hundreds-join-climate-march-in-potsdam-20170429,1
2017-04-29,"Springfield, MA",200,Environment (People's Climate March),Environment; Against climate change; People's Climate March,Yes,http://www.masslive.com/news/index.ssf/2017/04/hundreds_march_for_climate_jus.html,1
2017-04-29,"Durango, CO",650,Environment (People's Climate March),Environment; Against climate change; People's Climate March,Yes,https://durangoherald.com/articles/154576-hundreds-march-to-address-climate-change,1
2017-04-29,"St. Petersburg, FL",100,Environment (People's Climate March),Environment; Against climate change; People's Climate March,Yes,http://www.tampabay.com/news/environment/tampas-peoples-climate-march-draws-hundreds-in-downtown-march-for-clean/2322129,1
2017-04-29,"Charleston, WV",,Environment (People's Climate March),Environment; Against climate change; People's Climate March,Yes,http://www.wsaz.com/content/news/Hundreds-march-against-climate-change-to-the-Capitol--420825983.html,1
2017-04-29,"Bellingham, WA",200,Environment (People's Climate March),Environment; Against climate change; People's Climate March,Yes,http://www.bellinghamherald.com/news/local/article147637139.html,1
2017-04-29,"Bristol, VT",,Environment (People's Climate March),Environment; Against climate change; People's Climate March,Yes,http://www.wcax.com/story/35285453/vermonters-join-in-national-climate-march-events-across-the-globe-saturday,1
2017-04-29,"Cortez, CO",200,Environment (Climate Change),Environment; Against climate change,Yes,http://www.cortezjournal.com/articles/43871-cortez-climate-march-focuses-on-monuments-oil-and-gas,1
