Date,Location,Attendees,Event (legacy; see tags),Tags,Curated,Source,Total Articles
2020-05-28,"Phoenix, AZ",200,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.azcentral.com/story/news/local/phoenix/2020/05/29/8-arrested-phoenix-protest-police-chief-jeri-williams-condemns-george-floyd-death-minneapolis/5284290002/,40
2020-05-28,"Omaha, NE",40,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.omaha.com/news/local/watch-now-omahans-rally-to-protest-death-of-george-floyd-black-minneapolis-man-at-hands/article_7a1b1c26-5c1e-5b06-88fa-c827fbaf33c5.html,3
2020-05-28,"Framingham, MA",30,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.metrowestdailynews.com/news/20200528/framingham-high-alums-hold-protest-over-george-floyds-death,3
2020-05-28,"Minneapolis, MN",1000,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.startribune.com/minneapolis-police-station-set-on-fire-protesters-march-downtown/570849592/,152
2020-05-28,"Kelly Ingram Park, Birmingham, AL",100,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.al.com/news/birmingham/2020/05/we-should-be-fed-up-birmingham-activists-protest-george-floyds-death.html,3
2020-05-28,"Louisville, KY",500,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.courier-journal.com/story/news/2020/05/28/breonna-taylor-shooting-protesters-rally-downtown-louisville/5280279002/,109
2020-05-28,"Statehouse, Columbus, OH",400,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.thedenverchannel.com/news/national/columbus-protest-over-george-floyds-death-turns-violent,57
2020-05-28,"Downtown, Los Angeles, CA",100,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.smdp.com/george-floyd-protesters-march-from-santa-monica-to-venice/192147,22
2020-05-28,"Fort Collins, CO",100,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.coloradoan.com/story/news/2020/05/28/george-floyd-death-fort-collins-police-nationwide-protests-violence-brutality/5280671002/,2
2020-05-28,"St. Louis, MO",15,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,http://www.stlamerican.com/news/local_news/minneapolis-police-killing-of-george-floyd-protested-in-st-louis/article_0cc91eaa-a179-11ea-98c0-cbbb8de6e805.html,2
2020-05-28,"El Paso, TX",10,Collective Bargaining,Collective Bargaining; Against layoffs; Coronavirus,No,https://www.elpasotimes.com/story/news/2020/05/29/coronavirus-el-paso-nurses-protest-layoffs-pay-cuts-hca-hospitals/5271118002/,1
2020-05-28,"Memphis, TN",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://dailymemphian.com/article/14459/jim-strickland-george-floyd-memphis-protest,25
2020-05-28,"Blaine, MN",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.hometownsource.com/abc_newspapers/news/publicsafety/police-minimal-damage-at-northtown-mall-after-crowd-gathered-to-protest-may-28/article_27436088-a1ec-11ea-8c7b-27d19de7c5db.html,1
2020-05-28,"Apple Valley, MN",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,http://www.twincities.com/2020/05/29/twin-cities-suburbs-report-overnight-damage-amid-protest-for-george-floyd/,1
2020-05-28,"Maplewood, MN",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,http://www.twincities.com/2020/05/29/twin-cities-suburbs-report-overnight-damage-amid-protest-for-george-floyd/,1
2020-05-28,"Roseville, MN",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,http://www.twincities.com/2020/05/29/twin-cities-suburbs-report-overnight-damage-amid-protest-for-george-floyd/,1
2020-05-28,"St. Anthony, MN",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,http://www.twincities.com/2020/05/29/twin-cities-suburbs-report-overnight-damage-amid-protest-for-george-floyd/,1
2020-05-28,"Fridley, MN",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,http://www.twincities.com/2020/05/29/twin-cities-suburbs-report-overnight-damage-amid-protest-for-george-floyd/,1
2020-05-28,"West St. Paul, MN",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,http://www.twincities.com/2020/05/29/twin-cities-suburbs-report-overnight-damage-amid-protest-for-george-floyd/,1
2020-05-28,"Fontana, CA",100,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.latimes.com/california/story/2020-05-29/fontana-protest-over-george-floyds-death-ends-in-9-arrests-police-say,12
2020-05-28,"Oakland, CA",60,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://abc7news.com/oakland-protest-george-floyd-black-lives-matter-minneapolis/6219682/,6
2020-05-28,"City Hall, San Jose, CA",5,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.nbcbayarea.com/news/local/demonstrations-in-bay-area-over-george-floyds-death/2298701/,1
2020-05-28,"Hayward, CA",50,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://sanfrancisco.cbslocal.com/2020/05/28/demonstrators-protest-hayward-police-shooting-man-driveway/,1
2020-05-28,"Windermere, FL",10,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.somerset-kentucky.com/news/minnesota-governor-acknowledges-abject-failure-in-protest-response/article_c3a40512-a1cf-11ea-b2f9-3b7725a3f3eb.html,2
2020-05-28,"Las Vegas, NV",100,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.ktnv.com/news/peaceful-demonstration-in-las-vegas-for-justice-after-george-floyds-death,2
2020-05-28,"Portland, OR",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.kptv.com/news/naacp-hosts-rally-in-downtown-portland-to-honor-victims-of-police-brutality/article_208d325c-a1e0-11ea-add0-2ff515c4131e.html,78
2020-05-28,"Albuquerque, NM",400,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.abqjournal.com/1460985/local-leaders-defend-apd-response-to-protest-ex-mayor-we-stand-with-those-grieving-around-the-nation.html?utm_source=abqjournal.com&utm_medium=sidebar+-+popular+posts+-+home&utm_campaign=popular+posts,8
2020-05-28,"Wilson Park, Vallejo, CA",100,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.timesheraldonline.com/about-100-march-to-vallejo-police-station-to-protest-floyd-death,2
2020-05-28,"Brainerd, MN",60,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.brainerddispatch.com/news/6511578-Over-60-gather-at-6th-and-Washington-in-Brainerd-to-protest-racial-injustice,2
2020-05-28,"Boston, MA",20,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.masslive.com/springfield/2020/05/george-floyds-death-in-minneapolis-prompts-hundreds-to-protest-police-brutality-outside-springfield-police-headquarters.html,1
2020-05-28,"Johnson City, TN",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.johnsoncitypress.com/law-enforcement/2020/05/29/Black-Lives-Matter-protestors-march-in-Johnson-City-for-second-straight-day.html,1
2020-05-28,"Willingboro, NJ",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.courierpostonline.com/story/news/2020/05/30/burlington-county-protesters-demand-justice-for-floyd/5294343002/,2
2020-05-28,"Ypsilanti, MI",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.mlive.com/news/ann-arbor/2020/05/day-of-rest-postpones-police-brutality-protest-in-ypsilanti-township-to-monday.html,1
2020-05-28,"Ann Arbor, MI",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.mlive.com/news/ann-arbor/2020/06/ann-arbor-protesters-decry-violent-police-incidents-in-ypsilanti-township-minnesota.html,2
2020-05-28,"Eddy County Courthouse, Carlsbad, NM",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.currentargus.com/story/news/local/2020/06/01/george-floyd-carlsbad-sees-peaceful-protest-wake-death/5307637002/,1
2020-05-28,"Stanwood, WA",1,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.heraldnet.com/news/protesters-turn-out-in-monroe-lake-stevens-event-planned/,1
2020-05-28,"Tampa, FL",40,Other,Other; Against mismanagement; For safety net; Coronavirus,Yes,https://www.wmnf.org/funeral-march-for-covid-19-deaths/,1
2020-05-28,"Detroit, MI",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.freep.com/in-depth/news/2020/09/04/detroit-protests-police-brutality-george-floyd/3450280001/,1
2020-05-29,"Klamath Falls, OR",2000,Environment,Environment; For greater access; Water; Farming,No,https://www.capitalpress.com/ag_sectors/rurallife/2-000-attend-klamath-rally-demanding-answer-to-water-problems/article_921df6b6-a2be-11ea-8c80-0fec69624885.html,14
2020-05-29,"Lincoln Park, Waterloo, IA",500,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,http://kwwl.com/2020/05/29/hundreds-march-for-george-floyd-in-waterloo/,9
2020-05-29,"Discovery Green, Houston, TX",1000,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,http://www.oleantimesherald.com/thousands-rally-for-houston-native-george-floyd/video_59781681-ee8c-5458-b3c5-4ffb65df3966.html,42
2020-05-29,"Austin, TX",75,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.kvue.com/article/news/local/protest-austin-police-department-area-downtown/269-af9e079e-32d6-4967-8f13-62fed32eeedc,20
2020-05-29,"Milwaukee, WI",300,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.jsonline.com/story/news/2020/06/11/aclu-lawyers-call-city-dismiss-all-curfew-tickets/5345129002/,30
2020-05-29,"Atlanta, GA",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.ajc.com/news/crime--law/majority-protesters-arrested-last-weekend-were-from-atlanta-figures-show/uberbc97GLizAXDSVgpNEN/,86
2020-05-29,"Hilton Head Island, SC",,Other,Other; For animal welfare,No,https://www.islandpacket.com/news/local/news-columns-blogs/untamed-lowcountry/article243093361.html,1
2020-05-29,"City Hall, Louisville, KY",100,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://apnews.com/8d411463f159e217fed1f7654f9060a0,81
2020-05-29,"Lexington, KY",100,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.kentucky.com/news/local/counties/fayette-county/article243109411.html,15
2020-05-29,"Minneapolis, MN",1000,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://minnesota.cbslocal.com/2020/05/29/athletes-organize-take-a-knee-march-over-the-killing-of-george-floyd/,73
2020-05-29,"Country Club Plaza, Kansas City, MO",300,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.kansascity.com/news/local/article243108071.html,32
2020-05-29,"Peters Park, Boston, MA",200,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.bostonherald.com/2020/05/29/minneapolis-george-floyd-police-killing-protested-in-boston/,13
2020-05-29,"Washington, DC",2000,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.wusa9.com/article/news/local/dc/george-floyd-protest-dc-white-house-capitol-hill-trump-hotel-highways/65-54c61594-cef6-40d8-9e14-b57adc026d5e,105
2020-05-29,"Brooklyn, NY",3000,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.brooklynpaper.com/attorney-general-to-review-nypd-actions-at-barclays-protest/,66
2020-05-29,"Millennium Park, Chicago, IL",200,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.chicagotribune.com/news/breaking/ct-floyd-protest-bean-downtown-20200529-cz2zy4fuvzaova2lmqycdxe5gi-story.html,18
2020-05-29,"East Lake Park, Phoenix, AZ",100,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.azcentral.com/story/news/local/phoenix-breaking/2020/05/30/phoenix-protesters-gather-second-night-protests/5289925002/,27
2020-05-29,"Des Moines, IA",1000,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.iowastatedaily.com/news/iowa-des-moines-protest-riot-police-george-floyd-derek-chauvin/article_ee7cf8e6-a244-11ea-8156-2748a7495eda.html,23
2020-05-29,"Foley Square, New York, NY",1000,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.newsday.com/long-island/george-floyd-protests-minneapolis-li-1.45055017,47
2020-05-29,"Martin Luther King Park, Norfolk, VA",100,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.wavy.com/news/local-news/norfolk/hundreds-gather-at-norfolk-police-operations-center-to-protest-police-brutality-following-george-floyd-death/,7
2020-05-29,"Fort Monroe, Hampton, VA",100,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.dailypress.com/news/dp-nw-police-brutality-protests-20200530-mkj7v7fvsrfevj2izeiciah5yu-story.html,11
2020-05-29,"White Plains, NY",100,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,http://westchester.news12.com/story/42188438/your-officers-cannot-act-with-impunity-vigil-held-to-protest-minnesota-death-of-george-floyd,1
2020-05-29,"San Marcos, TX",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.kvue.com/article/news/local/george-floyd-protest-san-marcos/269-a7d8f987-0210-49e6-847c-797f417b6c57,4
2020-05-29,"Springfield, MA",100,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.wwlp.com/news/local-news/hampden-county/peaceful-protest-in-springfield-to-honor-george-floyd/,2
2020-05-29,"Rochester, MN",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.kimt.com/content/news/Hours-after-arrest-of-former-police-officer-protesters-gather-at-Rochester-LEC-570872271.html,2
2020-05-29,"Windermere, FL",200,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.orlandosentinel.com/news/crime/os-ne-george-floyd-derek-chauvin-orange-county-house-20200529-wacqubxih5fd7edy2n5p2kbr5i-story.html,5
2020-05-29,"New London, CT",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.theday.com/article/20200529/NWS01/200529402,1
2020-05-29,"Jackson, MS",20,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.clarionledger.com/story/news/2020/06/01/jackson-ms-protest-peaceful-gov-reeves-vows-action-against-violence/5309018002/,3
2020-05-29,"Petal, MS",200,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://apnews.com/d801ac536d542ac570d3f8c1b470b84f,5
2020-05-29,"Las Vegas, NV",400,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.reviewjournal.com/local/the-strip/2-photojournalists-including-review-journal-staffer-arrested-covering-george-floyd-protest-2039655/,37
2020-05-29,"Durango, CO",0,Healthcare,Healthcare; Against pandemic intervention; Coronavirus,No,https://durangoherald.com/articles/326259,2
2020-05-29,"St. Louis, MO",200,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.stltoday.com/news/local/metro/several-hundred-protesters-gather-in-st-louis-to-protest-deadly-arrest-in-minneapolis/article_1dad790b-137f-5da1-8875-5363540b63ab.html,29
2020-05-29,"Syracuse, NY",20,Healthcare,Healthcare; Against pandemic intervention; Coronavirus,No,https://www.syracuse.com/coronavirus/2020/05/central-ny-students-parents-protest-ask-county-to-clarify-relax-graduation-guidelines.html,1
2020-05-29,"Cleveland, OH",,Other,Other; Against hazardous conditions; Prisons; Coronavirus,Yes,https://fox8.com/news/coronavirus/downtown-demonstrators-protest-treatment-of-inmates-at-cuyahoga-county-jail-during-covid-19/,2
2020-05-29,"St. Petersburg, FL",20,Collective Bargaining,Collective Bargaining; Against layoffs; Coronavirus,No,https://www.fox13news.com/news/nurses-protest-potential-layoffs-as-hospitals-cope-with-costs-of-pandemic,2
2020-05-29,"El Paso, TX",,Collective Bargaining,Collective Bargaining; Against layoffs; Coronavirus,No,https://www.elpasotimes.com/story/news/2020/05/29/coronavirus-el-paso-nurses-protest-layoffs-pay-cuts-hca-hospitals/5271118002/,1
2020-05-29,"Merrillville, IN",25,Healthcare,Healthcare; Against pandemic intervention; Coronavirus,No,https://www.nwitimes.com/news/watch-now-bishop-noll-parents-students-protest-virtual-graduation/article_fb5d3d07-bb4a-5515-9620-e21d86799e9f.html,3
2020-05-29,"Morgantown, WV",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.dominionpost.com/2020/05/29/black-lives-matter-protesters-fight-against-police-brutality-at-morgantowns-public-safety-building/,1
2020-05-29,"City Hall, Memphis, TN",200,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://dailymemphian.com/article/14459/jim-strickland-george-floyd-memphis-protest,11
2020-05-29,"Crystal Lake, IL",10,Other,Other; For animal welfare,No,https://www.wcia.com/news/dozens-protest-against-plan-to-rid-park-of-geese/,1
2020-05-29,"Burrus Old Mill Park, Blue Springs, MO",10,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://fox4kc.com/news/blue-springs-teens-one-person-protest-inspires-others-growing-even-larger/,1
2020-05-29,"Ann Arbor, MI",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.mlive.com/news/ann-arbor/2020/05/ypsilanti-woman-shown-being-punched-by-deputy-released-from-jail-will-speak-at-friday-protest.html,4
2020-05-29,"Columbus, OH",100,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.cleveland.com/news/2020/05/5-arrested-in-second-night-of-george-floyd-protests-in-columbus.html,21
2020-05-29,"Detroit, MI",1500,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.mlive.com/news/2020/05/police-brutality-protests-in-michigan-what-you-need-to-know-from-this-weekends-rallies-riots.html,101
2020-05-29,"Terry Schrunk Plaza, Portland, OR",1000,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://apnews.com/5b98554db35171ef461efbb6594285ac,84
2020-05-29,"Monroe Park, Richmond, VA",100,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.wtvr.com/hundreds-gather-in-richmond-to-protest-george-floyds-death,29
2020-05-29,"Bakersfield, CA",200,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.bakersfield.com/news/man-who-allegedly-drove-car-through-downtown-protesters-arrested/article_36da3f10-a27f-11ea-b65c-df4893d5b24a.html,16
2020-05-29,"City Hall, Portland, ME",200,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://bangordailynews.com/2020/05/29/news/portland/mainers-take-to-the-street-in-portland-to-protest-the-death-of-george-floyd/,5
2020-05-29,"Oakland, CA",7500,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.wsbtv.com/news/trending/police-precinct-overrun-by-protesters-minneapolis/T6EPJMZFNJHGXMRKXDUXRITKTA/,83
2020-05-29,"City Hall, San Jose, CA",1000,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.sfgate.com/news/article/9-arrested-in-California-protest-over-George-15303074.php,52
2020-05-29,"Downtown, Los Angeles, CA",100,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.latimes.com/california/story/2020-05-30/a-night-of-vandalism-looting-and-despair-in-downtown-this-is-all-depressing,42
2020-05-29,"State Capitol, Denver, CO",100,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://denverite.com/2020/05/29/denver-protest-george-floyd-friday/,51
2020-05-29,"Dallas, TX",1000,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://interactives.dallasnews.com/2020/george-floyd-dallas-rally-and-march-liveblog/,30
2020-05-29,"Fort Worth, TX",200,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.star-telegram.com/latest-news/article243122191.html,5
2020-05-29,"Charlotte, NC",250,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.wcnc.com/article/news/crime/cmpd-officers-injured-business-vandalized-and-looting-during-friday-protest/275-762f72ef-5533-4bdd-9668-92b014162ad2,31
2020-05-29,"Indianapolis, IN",100,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.indystar.com/story/news/local/indianapolis/2020/05/30/indianapolis-protests-what-we-know-night-turned-violent/5290415002/,15
2020-05-29,"Missoula, MT",200,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://helenair.com/news/local/demonstrators-gather-in-helena-to-protest-the-killing-of-george-floyd/article_c43c84f3-0710-514f-abda-ccd528c07e7c.html,4
2020-05-29,"Fort Wayne, IN",200,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.wane.com/news/local-news/fort-wayne-police-dont-anticipate-violent-protests-in-city/,21
2020-05-29,"Peninsula Park, Portland, OR",1000,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.oregonlive.com/news/2020/05/portland-leaders-condemn-violence-draw-distinction-between-peaceful-protest-and-riot.html,76
2020-05-29,"Pensacola, FL",300,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.pnj.com/story/news/2020/05/29/pensacola-florida-protest-of-george-floyd-death-gathered-graffiti-bridge/5282792002/,6
2020-05-29,"Knoxville, TN",100,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.knoxnews.com/story/news/local/2020/05/30/george-floyd-protests-hundreds-march-downtown-knoxville/5288773002/,5
2020-05-29,"Roundhouse, Santa Fe, NM",250,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.abqjournal.com/1461021/peaceful-protest-in-santa-fe-draws-hundreds-carrying-signs-singing-ex-the-moment-we-quit-is-the-moment-they-win-said-one-of-the-protesters.html,8
2020-05-29,"Park Central Square, Springfield, MO",200,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.news-leader.com/story/news/local/ozarks/2020/05/29/springfield-protesters-carry-signs-black-lives-matter-and-i-cant-breathe-march/5284185002/,5
2020-05-29,"Idaho Falls, ID",70,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.eastidahonews.com/2020/05/locals-hold-rally-to-protest-the-death-of-george-floyd/,1
2020-05-29,"Omaha, NE",1000,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.omaha.com/news/local/from-unrest-to-unease-nebraska-protesters-and-politicians-take-stock-of-a-historic-weekend/article_438dacc2-a97e-5473-a163-8f79b4e17c2a.html,23
2020-05-29,"Longview, TX",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.news-journal.com/news/local/young-people-march-in-longview-to-protest-police-brutality/article_51d0f4bc-a473-11ea-b308-33e41d40fb11.html,2
2020-05-29,"Ellis Square, Savannah, GA",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.wsav.com/news/local-news/stop-killing-black-people-groups-protest-peacefully-in-savannah-brunswick/,2
2020-05-29,"Brunswick, GA",,Racial Injustice,Civil Rights; For racial justice; For criminal justice,Yes,https://www.wsav.com/news/local-news/stop-killing-black-people-groups-protest-peacefully-in-savannah-brunswick/,1
2020-05-29,"Canton, OH",200,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.limaohio.com/news/412332/canton-mayor-speaks-to-protesters,16
2020-05-29,"Helena, MT",20,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://helenair.com/news/local/demonstrators-gather-in-helena-to-protest-the-killing-of-george-floyd/article_c43c84f3-0710-514f-abda-ccd528c07e7c.html,2
2020-05-29,"Cincinnati, OH",200,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.whio.com/news/local/mayor-cincinnati-implements-overnight-curfew-after-fridays-protest/4PPSBUBM2NA2PKWRCO5GXBEELU/,13
2020-05-29,"Capitol Hill, Seattle, WA",100,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.capitolhillseattle.com/2020/05/seattle-defiant-walk-of-resistance-protest-planned-over-george-floyd-killing/,30
2020-05-29,"Wenonah Park, Bay City, MI",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.mlive.com/news/saginaw-bay-city/2020/05/bay-city-man-detained-by-police-in-detroit-says-peaceful-friday-protest-quickly-grew-violent.html,2
2020-05-29,"College Station, TX",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.kbtx.com/content/news/George-Floyd-peaceful-protest-forms-in-College-Station-570885181.html,1
2020-05-29,"Bloomington, IL",18,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://herald-review.com/news/local/public_safety/watch-now-bloomington-normal-black-lives-matter-protest-slaying-of-george-floyd/video_b50f82cf-87a5-5b58-b69a-99d4b3c7b452.html,1
2020-05-29,"Oak Park, Sacramento, CA",300,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.abc10.com/article/news/local/sacramento/sacramento-officers-injured-during-protest/103-756f2473-1484-470f-8ccf-c83d419a64c8,26
2020-05-29,"Las Cruces, NM",20,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.lcsun-news.com/story/news/2020/05/30/las-cruces-residents-protest-george-floyd-death-racism/5285284002/,1
2020-05-29,"Albuquerque, NM",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.detroitnews.com/story/news/nation/2020/05/29/minneapolis-protests-spread-cities-across-us/111878532/,4
2020-05-29,"Baltimore, MD",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.baltimoresun.com/maryland/baltimore-city/bs-md-ci-baltimore-protest-george-floyd-20200530-bjz7m3jcdbg2vazznu7nujdqne-story.html,5
2020-05-29,"New Orleans, LA",50,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.tennessean.com/story/news/american-south/2020/05/30/george-floyd-protests-new-orleans-crowds-gather-solidarity-minneapolis/5284826002/,2
2020-05-29,"St. Paul, MN",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.kimt.com/content/news/Minnesota-National-Guard-to-be-fully-mobilized-Walz-said-80-percent-of-rioters-not-from-MN-570892871.html,10
2020-05-29,"Kalamazoo, MI",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.mlive.com/news/kalamazoo/2020/05/throngs-crowd-downtown-kalamazoo-from-days-second-protest.html,1
2020-05-29,"Hartford, CT",300,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.ctpost.com/policereports/article/George-Floyd-protest-underway-in-Bridgeport-15305439.php,6
2020-05-29,"Old Kane County Courthouse, Geneva, IL",100,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.kcchronicle.com/2020/05/29/protestors-march-down-route-38/dt3vw29/,1
2020-05-29,"Lincoln, NE",200,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.omaha.com/news/crime/gov-ricketts-praises-peaceful-protesters-while-denouncing-property-destruction-in-lincoln-omaha/article_16e579ae-2e97-57d3-8fc2-e2c847afb50e.html,8
2020-05-29,"Rancho Cucamonga, CA",500,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.dailybulletin.com/more-than-100-protest-george-floyds-death-in-rancho-cucamonga,2
